instance,ks-noInit-noLS,ks-noInit-shortLS,ks-noInit-LS,ks-noInit-LSnonPerm,ks-mNEH-noLS,ks-mNEH-shortLS,ks-mNEH-LS,ks-mNEH-LSnonPerm,ks-NEH-noLS,ks-NEH-shortLS,ks-NEH-LS,ks-NEH-LSnonPerm,ks-LK-noLS,ks-LK-shortLS,ks-LK-LS,ks-LK-LSnonPerm,timeMeasure,instanceSet,bufferType,instanceSize
LGF-gr120-gen4-85.oplib-5901--maxScore-11802-spanBuf-962-bitVector,0.712312421037919,0.75111485247395,0.7551577377356,0.466551230567636,0.917222821826555,0.932046986119494,1,0.896071684975847,0.992055073737698,0.940309178319577,0.985560115122504,0.833470631958247,0.904572040068273,0.977366217034137,0.977332863206838,0.749437435298511,bitVector,oplib,spanBuf,large
LGF-gr48-gen4-80.oplib-4037--maxScore-8074-interBuf-189-bitVector,0.767103580543476,0.817694713178313,0.804286155350785,0.692388117662418,0.972719456387009,0.986835059044856,0.966514417322644,0.894096748129039,0.980618796360888,1,0.995395848494481,0.95643951934393,0.926862478184329,0.95748881736485,0.959491484582681,0.859096303240696,bitVector,oplib,interBuf,small
LGF-gr48-gen4-80.oplib-4037--maxScore-8074-spanBuf-1011-bitVector,0.826062115106673,0.835755771528653,0.816501141256064,0.641790394850059,0.923938555007324,0.954040229054954,0.977688517384502,0.937401704044009,0.932488532074588,0.956521465838315,0.955700316553939,0.834573715165706,1,0.963524997838573,0.981970140293978,0.818115393946764,bitVector,oplib,spanBuf,small
LGF-hk48-gen4-80.oplib-9169--maxScore-18338-interBuf-479-bitVector,0.771756992422176,0.817020916126371,0.805833482122037,0.659214179744221,1,0.997466463677986,0.99040539524334,0.975047373869006,0.977698030061264,0.969774189611188,0.993753501571531,0.966175774560017,0.958730107325593,0.964548669096154,0.998195883879271,0.864965135246216,bitVector,oplib,interBuf,small
LGF-hk48-gen4-80.oplib-9169--maxScore-18338-spanBuf-2618-bitVector,0.855226833016597,0.850667888311413,0.854974922474454,0.638041269479244,0.945431121333036,1,0.968751390129659,0.992495258869847,0.959179364356921,0.978171324905799,0.972816166534338,0.930268810560068,0.926315822068241,0.959756812320649,0.990366630244038,0.939344417523722,bitVector,oplib,spanBuf,small
LGF-Leipzig-100-80000-1--maxScore-160000-interBuf-2933-bitVector,0.767331432892743,0.791904049920486,0.77761995090159,0.632917218430726,1,0.967369344155114,0.987065841220981,0.914557093363467,0.96255434778994,0.985719559085367,0.970546108408918,0.899651814985058,0.858849087236475,0.936665977169439,0.949721618265513,0.764887420178503,bitVector,Leipzig,interBuf,mid
LGF-Leipzig-100-80000-1--maxScore-160000-spanBuf-14878-bitVector,0.733703849733519,0.794764511092346,0.802968387968735,0.588640977178842,0.930575303459503,0.93186230936319,1,0.886013475640547,0.91610130409105,0.985739932224476,0.965984910887515,0.85906786568116,0.932046279600802,0.930596074843807,0.93744482387523,0.675032375857925,bitVector,Leipzig,spanBuf,mid
LGF-Leipzig-100-80000-2--maxScore-160000-interBuf-3379-bitVector,0.736346730843764,0.786495329354675,0.775111730620417,0.660260514755692,0.964183079753061,0.978694975539865,1,0.976674892084032,0.980257992401945,0.995850596058534,0.970659845414042,0.94919308727957,0.956669426774679,0.942368743535566,0.950899825494239,0.874638044280575,bitVector,Leipzig,interBuf,mid
LGF-Leipzig-100-80000-2--maxScore-160000-spanBuf-14459-bitVector,0.773099713824988,0.7862794787226,0.784903112318913,0.56422972981969,0.979244204081132,0.969593607298405,1,0.861065381862585,0.953132757367721,0.989543743942592,0.946698262752719,0.882145237070502,0.909354735415607,0.943990236202333,0.965146739432818,0.638173298674991,bitVector,Leipzig,spanBuf,mid
LGF-Leipzig-100-80000-3--maxScore-160000-interBuf-3248-bitVector,0.727642547556093,0.754451903375472,0.757839417662144,0.627409735549826,0.959727295472359,0.957033569414888,0.978683637335996,0.969003197015273,0.991609260932038,1,0.989966810557001,0.946187197874813,0.935155065653046,0.937966103127208,0.929829513645034,0.844511820626709,bitVector,Leipzig,interBuf,mid
LGF-Leipzig-100-80000-3--maxScore-160000-spanBuf-14385-bitVector,0.78138009704458,0.805053558676173,0.81602221319599,0.519979273198222,0.937106124047548,1,0.998909551417182,0.956432357675799,0.9938858799117,0.970144686601787,0.981560041844833,0.857228817939345,0.90131249950223,0.984409453120667,0.991401814496382,0.743130456871304,bitVector,Leipzig,spanBuf,mid
LGF-Leipzig-150-80000-1--maxScore-160000-interBuf-3135-bitVector,0.724541821454906,0.790564571568024,0.807118585612242,0.691143739729237,0.990864697037337,1,0.987714003584135,0.926963996225647,0.981468742875895,0.987656522289663,0.961799488479506,0.927925578867203,0.899159783565278,0.932152565439963,0.952044811963369,0.809688383944289,bitVector,Leipzig,interBuf,large
LGF-Leipzig-150-80000-1--maxScore-160000-spanBuf-16226-bitVector,0.778545465744547,0.847266070685105,0.848071177272902,0.526547300973428,0.954863676999191,0.960890916257971,0.973155521185643,0.918430163437459,0.974759752348623,0.973673129617757,0.95333484548971,0.869414932543113,0.932644674399875,0.98582871072213,1,0.833700739564109,bitVector,Leipzig,spanBuf,large
LGF-Leipzig-150-80000-2--maxScore-160000-interBuf-2685-bitVector,0.714163721472946,0.779021046227108,0.720250335782759,0.541086515121972,0.970771445648909,0.947095977797619,0.976423595419994,0.902893952378812,0.970814546424596,0.94147431621974,1,0.893774463544047,0.885594627675163,0.921347655372302,0.91429364041515,0.741959517596436,bitVector,Leipzig,interBuf,large
LGF-Leipzig-150-80000-2--maxScore-160000-spanBuf-14782-bitVector,0.751900425058552,0.821758478036477,0.808983083702214,0.522746136045361,0.970537899890611,0.960553910613347,1,0.893393003661589,0.956643540788704,0.957804780877789,0.999220958688699,0.821784031552586,0.907014521345629,0.979414548490151,0.973419700104975,0.647178674275792,bitVector,Leipzig,spanBuf,large
LGF-Leipzig-150-80000-3--maxScore-160000-interBuf-3008-bitVector,0.790498575041978,0.823737283636819,0.813111459083714,0.612576057461623,0.975756111446186,0.976639519014574,0.957825214088499,0.91678042748613,0.973138899598086,0.990929708328327,1,0.920320251286051,0.927441848853183,0.972917273515193,0.973933873825993,0.883394063945543,bitVector,Leipzig,interBuf,large
